"RID";"TO_EPOCH(FD,0)";"TO_EPOCH(TD,0)";"KEY";"S_IMSI";"E_IMSI";"TAP_CODE_ID";"FILIAL_ID";"IMSI_REGION"
18241;1451606400;4070908800;"250017400031601.250017400031650";"250017400031601";"250017400031650";4061;458;
17328;1451606400;4070908800;"250017400031651.250017400031701";"250017400031651";"250017400031701";4061;441;
18585;1451606400;4070908800;"250017400031702.250017400032101";"250017400031702";"250017400032101";4061;473;
18805;1451606400;4070908800;"250017400032102.250017400032149";"250017400032102";"250017400032149";4061;477;
18242;1451606400;4070908800;"250017400032150.250017400032152";"250017400032150";"250017400032152";4061;458;
18586;1451606400;4070908800;"250017400032153.250017400032154";"250017400032153";"250017400032154";4061;473;
18243;1451606400;4070908800;"250017400032155.250017400032237";"250017400032155";"250017400032237";4061;458;
17329;1451606400;4070908800;"250017400032238.250017400032309";"250017400032238";"250017400032309";4061;441;
18244;1451606400;4070908800;"250017400032310.250017400032419";"250017400032310";"250017400032419";4061;458;
18806;1451606400;4070908800;"250017400032420.250017400032429";"250017400032420";"250017400032429";4061;477;
18245;1451606400;4070908800;"250017400032430.250017400032449";"250017400032430";"250017400032449";4061;458;
18807;1451606400;4070908800;"250017400032450.250017400032515";"250017400032450";"250017400032515";4061;477;
17659;1451606400;4070908800;"250017400032516.250017400032704";"250017400032516";"250017400032704";4061;452;
19029;1451606400;4070908800;"250017400032705.250017400033000";"250017400032705";"250017400033000";4061;512;
18246;1451606400;4070908800;"250017400033001.250017400033103";"250017400033001";"250017400033103";4061;458;
18587;1451606400;4070908800;"250017400033104.250017400033265";"250017400033104";"250017400033265";4061;473;
18247;1451606400;4070908800;"250017400033266.250017400033294";"250017400033266";"250017400033294";4061;458;
17330;1451606400;4070908800;"250017400033295.250017400033300";"250017400033295";"250017400033300";4061;441;
18248;1451606400;4070908800;"250017400033301.250017400033378";"250017400033301";"250017400033378";4061;458;
18588;1451606400;4070908800;"250017400033379.250017400033381";"250017400033379";"250017400033381";4061;473;
18249;1451606400;4070908800;"250017400033382.250017400033507";"250017400033382";"250017400033507";4061;458;
17660;1451606400;4070908800;"250017400033508.250017400033550";"250017400033508";"250017400033550";4061;452;
18589;1451606400;4070908800;"250017400033551.250017400033559";"250017400033551";"250017400033559";4061;473;
17661;1451606400;4070908800;"250017400033560.250017400033709";"250017400033560";"250017400033709";4061;452;
18250;1451606400;4070908800;"250017400033710.250017400033803";"250017400033710";"250017400033803";4061;458;
17331;1451606400;4070908800;"250017400033804.250017400034000";"250017400033804";"250017400034000";4061;441;
18251;1451606400;4070908800;"250017400034001.250017400034051";"250017400034001";"250017400034051";4061;458;
18590;1451606400;4070908800;"250017400034052.250017400034212";"250017400034052";"250017400034212";4061;473;
17662;1451606400;4070908800;"250017400034213.250017400034228";"250017400034213";"250017400034228";4061;452;
18808;1451606400;4070908800;"250017400034229.250017400034246";"250017400034229";"250017400034246";4061;477;
17663;1451606400;4070908800;"250017400034247.250017400034384";"250017400034247";"250017400034384";4061;452;
18809;1451606400;4070908800;"250017400034385.250017400034454";"250017400034385";"250017400034454";4061;477;
17664;1451606400;4070908800;"250017400034455.250017400034713";"250017400034455";"250017400034713";4061;452;
18252;1451606400;4070908800;"250017400034714.250017400034814";"250017400034714";"250017400034814";4061;458;
17665;1451606400;4070908800;"250017400034815.250017400034849";"250017400034815";"250017400034849";4061;452;
18810;1451606400;4070908800;"250017400034850.250017400034999";"250017400034850";"250017400034999";4061;477;
17666;1451606400;4070908800;"250017400035000.250017400035104";"250017400035000";"250017400035104";4061;452;
18591;1451606400;4070908800;"250017400035105.250017400035749";"250017400035105";"250017400035749";4061;473;
18811;1451606400;4070908800;"250017400035750.250017400035816";"250017400035750";"250017400035816";4061;477;
18253;1451606400;4070908800;"250017400035817.250017400035842";"250017400035817";"250017400035842";4061;458;
19030;1451606400;4070908800;"250017400035843.250017400035856";"250017400035843";"250017400035856";4061;512;
18254;1451606400;4070908800;"250017400035857.250017400035868";"250017400035857";"250017400035868";4061;458;
18812;1451606400;4070908800;"250017400035869.250017400035908";"250017400035869";"250017400035908";4061;477;
17332;1451606400;4070908800;"250017400035909.250017400035969";"250017400035909";"250017400035969";4061;441;
18255;1451606400;4070908800;"250017400035970.250017400036002";"250017400035970";"250017400036002";4061;458;
19031;1451606400;4070908800;"250017400036003.250017400036057";"250017400036003";"250017400036057";4061;512;
18256;1451606400;4070908800;"250017400036058.250017400036163";"250017400036058";"250017400036163";4061;458;
17333;1451606400;4070908800;"250017400036164.250017400036191";"250017400036164";"250017400036191";4061;441;
18257;1451606400;4070908800;"250017400036192.250017400036219";"250017400036192";"250017400036219";4061;458;
18592;1451606400;4070908800;"250017400036220.250017400036503";"250017400036220";"250017400036503";4061;473;
17667;1451606400;4070908800;"250017400036504.250017400036699";"250017400036504";"250017400036699";4061;452;
18813;1451606400;4070908800;"250017400036700.250017400036864";"250017400036700";"250017400036864";4061;477;
18258;1451606400;4070908800;"250017400036865.250017400036918";"250017400036865";"250017400036918";4061;458;
19032;1451606400;4070908800;"250017400036919.250017400037113";"250017400036919";"250017400037113";4061;512;
18259;1451606400;4070908800;"250017400037114.250017400037160";"250017400037114";"250017400037160";4061;458;
18593;1451606400;4070908800;"250017400037161.250017400037201";"250017400037161";"250017400037201";4061;473;
18814;1451606400;4070908800;"250017400037202.250017400037249";"250017400037202";"250017400037249";4061;477;
18594;1451606400;4070908800;"250017400037250.250017400037601";"250017400037250";"250017400037601";4061;473;
19033;1451606400;4070908800;"250017400037602.250017400037633";"250017400037602";"250017400037633";4061;512;
18815;1451606400;4070908800;"250017400037634.250017400037650";"250017400037634";"250017400037650";4061;477;
18260;1451606400;4070908800;"250017400037651.250017400037671";"250017400037651";"250017400037671";4061;458;
18595;1451606400;4070908800;"250017400037672.250017400037683";"250017400037672";"250017400037683";4061;473;
18261;1451606400;4070908800;"250017400037684.250017400037704";"250017400037684";"250017400037704";4061;458;
17334;1451606400;4070908800;"250017400037705.250017400037796";"250017400037705";"250017400037796";4061;441;
18262;1451606400;4070908800;"250017400037797.250017400037798";"250017400037797";"250017400037798";4061;458;
17335;1451606400;4070908800;"250017400037799.250017400037803";"250017400037799";"250017400037803";4061;441;
18596;1451606400;4070908800;"250017400037804.250017400037807";"250017400037804";"250017400037807";4061;473;
19034;1451606400;4070908800;"250017400037808.250017400037815";"250017400037808";"250017400037815";4061;512;
18263;1451606400;4070908800;"250017400037816.250017400037872";"250017400037816";"250017400037872";4061;458;
19035;1451606400;4070908800;"250017400037873.250017400037899";"250017400037873";"250017400037899";4061;512;
17336;1451606400;4070908800;"250017400037900.250017400038000";"250017400037900";"250017400038000";4061;441;
19036;1451606400;4070908800;"250017400038001.250017400038101";"250017400038001";"250017400038101";4061;512;
18264;1451606400;4070908800;"250017400038102.250017400038149";"250017400038102";"250017400038149";4061;458;
19037;1451606400;4070908800;"250017400038150.250017400038299";"250017400038150";"250017400038299";4061;512;
18265;1451606400;4070908800;"250017400038300.250017400038349";"250017400038300";"250017400038349";4061;458;
18597;1451606400;4070908800;"250017400038350.250017400038601";"250017400038350";"250017400038601";4061;473;
19038;1451606400;4070908800;"250017400038602.250017400038627";"250017400038602";"250017400038627";4061;512;
18266;1451606400;4070908800;"250017400038628.250017400038699";"250017400038628";"250017400038699";4061;458;
17668;1451606400;4070908800;"250017400038700.250017400038851";"250017400038700";"250017400038851";4061;452;
18816;1451606400;4070908800;"250017400038852.250017400038899";"250017400038852";"250017400038899";4061;477;
18598;1451606400;4070908800;"250017400038900.250017400038901";"250017400038900";"250017400038901";4061;473;
17669;1451606400;4070908800;"250017400038902.250017400038904";"250017400038902";"250017400038904";4061;452;
18599;1451606400;4070908800;"250017400038905.250017400038917";"250017400038905";"250017400038917";4061;473;
17670;1451606400;4070908800;"250017400038918.250017400039005";"250017400038918";"250017400039005";4061;452;
18817;1451606400;4070908800;"250017400039006.250017400039032";"250017400039006";"250017400039032";4061;477;
17671;1451606400;4070908800;"250017400039033.250017400039051";"250017400039033";"250017400039051";4061;452;
18818;1451606400;4070908800;"250017400039052.250017400039150";"250017400039052";"250017400039150";4061;477;
17672;1451606400;4070908800;"250017400039151.250017400039201";"250017400039151";"250017400039201";4061;452;
18600;1451606400;4070908800;"250017400039202.250017400039809";"250017400039202";"250017400039809";4061;473;
19039;1451606400;4070908800;"250017400039810.250017400040005";"250017400039810";"250017400040005";4061;512;
18601;1451606400;4070908800;"250017400040006.250017400040100";"250017400040006";"250017400040100";4061;473;
17337;1451606400;4070908800;"250017400040101.250017400040154";"250017400040101";"250017400040154";4061;441;
18267;1451606400;4070908800;"250017400040155.250017400040180";"250017400040155";"250017400040180";4061;458;
18819;1451606400;4070908800;"250017400040181.250017400040188";"250017400040181";"250017400040188";4061;477;
18268;1451606400;4070908800;"250017400040189.250017400040232";"250017400040189";"250017400040232";4061;458;
18820;1451606400;4070908800;"250017400040233.250017400040280";"250017400040233";"250017400040280";4061;477;
18269;1451606400;4070908800;"250017400040281.250017400040300";"250017400040281";"250017400040300";4061;458;
17338;1451606400;4070908800;"250017400040301.250017400040480";"250017400040301";"250017400040480";4061;441;
18270;1451606400;4070908800;"250017400040481.250017400040532";"250017400040481";"250017400040532";4061;458;
18821;1451606400;4070908800;"250017400040533.250017400040545";"250017400040533";"250017400040545";4061;477;
18271;1451606400;4070908800;"250017400040546.250017400040699";"250017400040546";"250017400040699";4061;458;
17673;1451606400;4070908800;"250017400040700.250017400040813";"250017400040700";"250017400040813";4061;452;
18822;1451606400;4070908800;"250017400040814.250017400040949";"250017400040814";"250017400040949";4061;477;
17674;1451606400;4070908800;"250017400040950.250017400041301";"250017400040950";"250017400041301";4061;452;
18272;1451606400;4070908800;"250017400041302.250017400041312";"250017400041302";"250017400041312";4061;458;
18823;1451606400;4070908800;"250017400041313.250017400041370";"250017400041313";"250017400041370";4061;477;
18273;1451606400;4070908800;"250017400041371.250017400041404";"250017400041371";"250017400041404";4061;458;
19040;1451606400;4070908800;"250017400041405.250017400041502";"250017400041405";"250017400041502";4061;512;
18602;1451606400;4070908800;"250017400041503.250017400041610";"250017400041503";"250017400041610";4061;473;
18274;1451606400;4070908800;"250017400041611.250017400041626";"250017400041611";"250017400041626";4061;458;
17339;1451606400;4070908800;"250017400041627.250017400041700";"250017400041627";"250017400041700";4061;441;
18275;1451606400;4070908800;"250017400041701.250017400041747";"250017400041701";"250017400041747";4061;458;
18824;1451606400;4070908800;"250017400041748.250017400041748";"250017400041748";"250017400041748";4061;477;
18276;1451606400;4070908800;"250017400041749.250017400041803";"250017400041749";"250017400041803";4061;458;
18603;1451606400;4070908800;"250017400041804.250017400042209";"250017400041804";"250017400042209";4061;473;
17675;1451606400;4070908800;"250017400042210.250017400042315";"250017400042210";"250017400042315";4061;452;
18825;1451606400;4070908800;"250017400042316.250017400042476";"250017400042316";"250017400042476";4061;477;
17676;1451606400;4070908800;"250017400042477.250017400042796";"250017400042477";"250017400042796";4061;452;
18604;1451606400;4070908800;"250017400042797.250017400042813";"250017400042797";"250017400042813";4061;473;
17677;1451606400;4070908800;"250017400042814.250017400042991";"250017400042814";"250017400042991";4061;452;
18605;1451606400;4070908800;"250017400042992.250017400042993";"250017400042992";"250017400042993";4061;473;
17678;1451606400;4070908800;"250017400042994.250017400043031";"250017400042994";"250017400043031";4061;452;
18826;1451606400;4070908800;"250017400043032.250017400043044";"250017400043032";"250017400043044";4061;477;
17679;1451606400;4070908800;"250017400043045.250017400043173";"250017400043045";"250017400043173";4061;452;
19041;1451606400;4070908800;"250017400043174.250017400043187";"250017400043174";"250017400043187";4061;512;
17680;1451606400;4070908800;"250017400043188.250017400043201";"250017400043188";"250017400043201";4061;452;
18277;1451606400;4070908800;"250017400043202.250017400043208";"250017400043202";"250017400043208";4061;458;
18827;1451606400;4070908800;"250017400043209.250017400043213";"250017400043209";"250017400043213";4061;477;
18278;1451606400;4070908800;"250017400043214.250017400043259";"250017400043214";"250017400043259";4061;458;
19042;1451606400;4070908800;"250017400043260.250017400043451";"250017400043260";"250017400043451";4061;512;
18279;1451606400;4070908800;"250017400043452.250017400043531";"250017400043452";"250017400043531";4061;458;
18828;1451606400;4070908800;"250017400043532.250017400043602";"250017400043532";"250017400043602";4061;477;
17340;1451606400;4070908800;"250017400043603.250017400043694";"250017400043603";"250017400043694";4061;441;
18280;1451606400;4070908800;"250017400043695.250017400043702";"250017400043695";"250017400043702";4061;458;
17341;1451606400;4070908800;"250017400043703.250017400043789";"250017400043703";"250017400043789";4061;441;
18281;1451606400;4070908800;"250017400043790.250017400043814";"250017400043790";"250017400043814";4061;458;
19043;1451606400;4070908800;"250017400043815.250017400044199";"250017400043815";"250017400044199";4061;512;
18282;1451606400;4070908800;"250017400044200.250017400044313";"250017400044200";"250017400044313";4061;458;
18829;1451606400;4070908800;"250017400044314.250017400044342";"250017400044314";"250017400044342";4061;477;
18283;1451606400;4070908800;"250017400044343.250017400044356";"250017400044343";"250017400044356";4061;458;
17342;1451606400;4070908800;"250017400044357.250017400044370";"250017400044357";"250017400044370";4061;441;
18284;1451606400;4070908800;"250017400044371.250017400044399";"250017400044371";"250017400044399";4061;458;
18606;1451606400;4070908800;"250017400044400.250017400045222";"250017400044400";"250017400045222";4061;473;
17343;1451606400;4070908800;"250017400045223.250017400045403";"250017400045223";"250017400045403";4061;441;
19044;1451606400;4070908800;"250017400045404.250017400045461";"250017400045404";"250017400045461";4061;512;
18285;1451606400;4070908800;"250017400045462.250017400045500";"250017400045462";"250017400045500";4061;458;
19045;1451606400;4070908800;"250017400045501.250017400045559";"250017400045501";"250017400045559";4061;512;
18286;1451606400;4070908800;"250017400045560.250017400045625";"250017400045560";"250017400045625";4061;458;
18830;1451606400;4070908800;"250017400045626.250017400045638";"250017400045626";"250017400045638";4061;477;
18287;1451606400;4070908800;"250017400045639.250017400045650";"250017400045639";"250017400045650";4061;458;
18607;1451606400;4070908800;"250017400045651.250017400045729";"250017400045651";"250017400045729";4061;473;
18288;1451606400;4070908800;"250017400045730.250017400045761";"250017400045730";"250017400045761";4061;458;
18831;1451606400;4070908800;"250017400045762.250017400045765";"250017400045762";"250017400045765";4061;477;
18289;1451606400;4070908800;"250017400045766.250017400045796";"250017400045766";"250017400045796";4061;458;
18832;1451606400;4070908800;"250017400045797.250017400045800";"250017400045797";"250017400045800";4061;477;
17351;1451606400;4070908800;"250017400045801.250017400045956";"250017400045801";"250017400045956";4061;441;
18833;1451606400;4070908800;"250017400045957.250017400046200";"250017400045957";"250017400046200";4061;477;
17681;1451606400;4070908800;"250017400046201.250017400046291";"250017400046201";"250017400046291";4061;452;
18608;1451606400;4070908800;"250017400046292.250017400046298";"250017400046292";"250017400046298";4061;473;
17682;1451606400;4070908800;"250017400046299.250017400046398";"250017400046299";"250017400046398";4061;452;
18834;1451606400;4070908800;"250017400046399.250017400046402";"250017400046399";"250017400046402";4061;477;
17683;1451606400;4070908800;"250017400046403.250017400046424";"250017400046403";"250017400046424";4061;452;
18290;1451606400;4070908800;"250017400046425.250017400046444";"250017400046425";"250017400046444";4061;458;
17684;1451606400;4070908800;"250017400046445.250017400046500";"250017400046445";"250017400046500";4061;452;
18835;1451606400;4070908800;"250017400046501.250017400046712";"250017400046501";"250017400046712";4061;477;
17352;1451606400;4070908800;"250017400046713.250017400046969";"250017400046713";"250017400046969";4061;441;
18291;1451606400;4070908800;"250017400046970.250017400047003";"250017400046970";"250017400047003";4061;458;
19073;1451606400;4070908800;"250017400047004.250017400047201";"250017400047004";"250017400047201";4061;512;
18292;1451606400;4070908800;"250017400047202.250017400047352";"250017400047202";"250017400047352";4061;458;
17685;1451606400;4070908800;"250017400047353.250017400047499";"250017400047353";"250017400047499";4061;452;
18293;1451606400;4070908800;"250017400047500.250017400047649";"250017400047500";"250017400047649";4061;458;
18609;1451606400;4070908800;"250017400047650.250017400047799";"250017400047650";"250017400047799";4061;473;
19074;1451606400;4070908800;"250017400047800.250017400047832";"250017400047800";"250017400047832";4061;512;
18294;1451606400;4070908800;"250017400047833.250017400047851";"250017400047833";"250017400047851";4061;458;
18610;1451606400;4070908800;"250017400047852.250017400048030";"250017400047852";"250017400048030";4061;473;
19075;1451606400;4070908800;"250017400048031.250017400048212";"250017400048031";"250017400048212";4061;512;
17686;1451606400;4070908800;"250017400048213.250017400048248";"250017400048213";"250017400048248";4061;452;
18611;1451606400;4070908800;"250017400048249.250017400048265";"250017400048249";"250017400048265";4061;473;
17687;1451606400;4070908800;"250017400048266.250017400048345";"250017400048266";"250017400048345";4061;452;
18836;1451606400;4070908800;"250017400048346.250017400048373";"250017400048346";"250017400048373";4061;477;
17688;1451606400;4070908800;"250017400048374.250017400048403";"250017400048374";"250017400048403";4061;452;
18837;1451606400;4070908800;"250017400048404.250017400048523";"250017400048404";"250017400048523";4061;477;
17689;1451606400;4070908800;"250017400048524.250017400049013";"250017400048524";"250017400049013";4061;452;
18612;1451606400;4070908800;"250017400049014.250017400049019";"250017400049014";"250017400049019";4061;473;
18838;1451606400;4070908800;"250017400049020.250017400049024";"250017400049020";"250017400049024";4061;477;
17690;1451606400;4070908800;"250017400049025.250017400049200";"250017400049025";"250017400049200";4061;452;
19076;1451606400;4070908800;"250017400049201.250017400049349";"250017400049201";"250017400049349";4061;512;
18295;1451606400;4070908800;"250017400049350.250017400049414";"250017400049350";"250017400049414";4061;458;
18613;1451606400;4070908800;"250017400049415.250017400049491";"250017400049415";"250017400049491";4061;473;
18296;1451606400;4070908800;"250017400049492.250017400049539";"250017400049492";"250017400049539";4061;458;
18839;1451606400;4070908800;"250017400049540.250017400049648";"250017400049540";"250017400049648";4061;477;
18297;1451606400;4070908800;"250017400049649.250017400049661";"250017400049649";"250017400049661";4061;458;
17691;1451606400;4070908800;"250017400049662.250017400049668";"250017400049662";"250017400049668";4061;452;
18298;1451606400;4070908800;"250017400049669.250017400049702";"250017400049669";"250017400049702";4061;458;
18840;1451606400;4070908800;"250017400049703.250017400049800";"250017400049703";"250017400049800";4061;477;
18299;1451606400;4070908800;"250017400049801.250017400049855";"250017400049801";"250017400049855";4061;458;
19077;1451606400;4070908800;"250017400049856.250017400050002";"250017400049856";"250017400050002";4061;512;
18300;1451606400;4070908800;"250017400050003.250017400050131";"250017400050003";"250017400050131";4061;458;
19078;1451606400;4070908800;"250017400050132.250017400050154";"250017400050132";"250017400050154";4061;512;
18301;1451606400;4070908800;"250017400050155.250017400050210";"250017400050155";"250017400050210";4061;458;
18614;1451606400;4070908800;"250017400050211.250017400050700";"250017400050211";"250017400050700";4061;473;
19079;1451606400;4070908800;"250017400050701.250017400050908";"250017400050701";"250017400050908";4061;512;
17353;1451606400;4070908800;"250017400050909.250017400051011";"250017400050909";"250017400051011";4061;441;
18128;1451606400;4070908800;"250017400051012.250017400051150";"250017400051012";"250017400051150";4061;458;
18841;1451606400;4070908800;"250017400051151.250017400051200";"250017400051151";"250017400051200";4061;477;
18615;1451606400;4070908800;"250017400051201.250017400052207";"250017400051201";"250017400052207";4061;473;
17692;1451606400;4070908800;"250017400052208.250017400052249";"250017400052208";"250017400052249";4061;452;
18616;1451606400;4070908800;"250017400052250.250017400052251";"250017400052250";"250017400052251";4061;473;
17693;1451606400;4070908800;"250017400052252.250017400052293";"250017400052252";"250017400052293";4061;452;
18617;1451606400;4070908800;"250017400052294.250017400052301";"250017400052294";"250017400052301";4061;473;
17694;1451606400;4070908800;"250017400052302.250017400052512";"250017400052302";"250017400052512";4061;452;
18842;1451606400;4070908800;"250017400052513.250017400052629";"250017400052513";"250017400052629";4061;477;
17695;1451606400;4070908800;"250017400052630.250017400052757";"250017400052630";"250017400052757";4061;452;
18843;1451606400;4070908800;"250017400052758.250017400052957";"250017400052758";"250017400052957";4061;477;
17696;1451606400;4070908800;"250017400052958.250017400053052";"250017400052958";"250017400053052";4061;452;
18618;1451606400;4070908800;"250017400053053.250017400053480";"250017400053053";"250017400053480";4061;473;
18129;1451606400;4070908800;"250017400053481.250017400053582";"250017400053481";"250017400053582";4061;458;
19080;1451606400;4070908800;"250017400053583.250017400053983";"250017400053583";"250017400053983";4061;512;
18130;1451606400;4070908800;"250017400053984.250017400054003";"250017400053984";"250017400054003";4061;458;
18844;1451606400;4070908800;"250017400054004.250017400054069";"250017400054004";"250017400054069";4061;477;
19081;1451606400;4070908800;"250017400054070.250017400054205";"250017400054070";"250017400054205";4061;512;
18131;1451606400;4070908800;"250017400054206.250017400054282";"250017400054206";"250017400054282";4061;458;
19082;1451606400;4070908800;"250017400054283.250017400054307";"250017400054283";"250017400054307";4061;512;
17354;1451606400;4070908800;"250017400054308.250017400054515";"250017400054308";"250017400054515";4061;441;
18132;1451606400;4070908800;"250017400054516.250017400054594";"250017400054516";"250017400054594";4061;458;
19083;1451606400;4070908800;"250017400054595.250017400054709";"250017400054595";"250017400054709";4061;512;
18694;1451606400;4070908800;"250017400054710.250017400055414";"250017400054710";"250017400055414";4061;477;
18133;1451606400;4070908800;"250017400055415.250017400055516";"250017400055415";"250017400055516";4061;458;
18619;1451606400;4070908800;"250017400055517.250017400056324";"250017400055517";"250017400056324";4061;473;
17355;1451606400;4070908800;"250017400056325.250017400056414";"250017400056325";"250017400056414";4061;441;
18620;1451606400;4070908800;"250017400056415.250017400056521";"250017400056415";"250017400056521";4061;473;
18134;1451606400;4070908800;"250017400056522.250017400056573";"250017400056522";"250017400056573";4061;458;
18695;1451606400;4070908800;"250017400056574.250017400056597";"250017400056574";"250017400056597";4061;477;
18135;1451606400;4070908800;"250017400056598.250017400056621";"250017400056598";"250017400056621";4061;458;
18696;1451606400;4070908800;"250017400056622.250017400056657";"250017400056622";"250017400056657";4061;477;
18136;1451606400;4070908800;"250017400056658.250017400056692";"250017400056658";"250017400056692";4061;458;
17356;1451606400;4070908800;"250017400056693.250017400056698";"250017400056693";"250017400056698";4061;441;
18137;1451606400;4070908800;"250017400056699.250017400056704";"250017400056699";"250017400056704";4061;458;
18621;1451606400;4070908800;"250017400056705.250017400056880";"250017400056705";"250017400056880";4061;473;
18138;1451606400;4070908800;"250017400056881.250017400056902";"250017400056881";"250017400056902";4061;458;
19084;1451606400;4070908800;"250017400056903.250017400057132";"250017400056903";"250017400057132";4061;512;
18139;1451606400;4070908800;"250017400057133.250017400057133";"250017400057133";"250017400057133";4061;458;
19085;1451606400;4070908800;"250017400057134.250017400057173";"250017400057134";"250017400057173";4061;512;
18140;1451606400;4070908800;"250017400057174.250017400057201";"250017400057174";"250017400057201";4061;458;
18622;1451606400;4070908800;"250017400057202.250017400057610";"250017400057202";"250017400057610";4061;473;
18141;1451606400;4070908800;"250017400057611.250017400057702";"250017400057611";"250017400057702";4061;458;
19086;1451606400;4070908800;"250017400057703.250017400057879";"250017400057703";"250017400057879";4061;512;
18142;1451606400;4070908800;"250017400057880.250017400057904";"250017400057880";"250017400057904";4061;458;
17357;1451606400;4070908800;"250017400057905.250017400058208";"250017400057905";"250017400058208";4061;441;
18143;1451606400;4070908800;"250017400058209.250017400058349";"250017400058209";"250017400058349";4061;458;
19167;1451606400;4070908800;"250017400058350.250017400058356";"250017400058350";"250017400058356";4061;512;
18144;1451606400;4070908800;"250017400058357.250017400058400";"250017400058357";"250017400058400";4061;458;
19168;1451606400;4070908800;"250017400058401.250017400058552";"250017400058401";"250017400058552";4061;512;
18145;1451606400;4070908800;"250017400058553.250017400058563";"250017400058553";"250017400058563";4061;458;
19169;1451606400;4070908800;"250017400058564.250017400058565";"250017400058564";"250017400058565";4061;512;
18146;1451606400;4070908800;"250017400058566.250017400058802";"250017400058566";"250017400058802";4061;458;
19170;1451606400;4070908800;"250017400058803.250017400058831";"250017400058803";"250017400058831";4061;512;
18147;1451606400;4070908800;"250017400058832.250017400058845";"250017400058832";"250017400058845";4061;458;
19171;1451606400;4070908800;"250017400058846.250017400058899";"250017400058846";"250017400058899";4061;512;
18148;1451606400;4070908800;"250017400058900.250017400058902";"250017400058900";"250017400058902";4061;458;
19172;1451606400;4070908800;"250017400058903.250017400058978";"250017400058903";"250017400058978";4061;512;
18149;1451606400;4070908800;"250017400058979.250017400058999";"250017400058979";"250017400058999";4061;458;
19173;1451606400;4070908800;"250017400059000.250017400059120";"250017400059000";"250017400059120";4061;512;
18623;1451606400;4070908800;"250017400059121.250017400059700";"250017400059121";"250017400059700";4061;473;
18150;1451606400;4070908800;"250017400059701.250017400059802";"250017400059701";"250017400059802";4061;458;
19174;1451606400;4070908800;"250017400059803.250017400059822";"250017400059803";"250017400059822";4061;512;
18151;1451606400;4070908800;"250017400059823.250017400059831";"250017400059823";"250017400059831";4061;458;
19175;1451606400;4070908800;"250017400059832.250017400060139";"250017400059832";"250017400060139";4061;512;
18152;1451606400;4070908800;"250017400060140.250017400060199";"250017400060140";"250017400060199";4061;458;
18697;1451606400;4070908800;"250017400060200.250017400060234";"250017400060200";"250017400060234";4061;477;
18153;1451606400;4070908800;"250017400060235.250017400060301";"250017400060235";"250017400060301";4061;458;
18624;1451606400;4070908800;"250017400060302.250017400060410";"250017400060302";"250017400060410";4061;473;
19176;1451606400;4070908800;"250017400060411.250017400060554";"250017400060411";"250017400060554";4061;512;
18428;1451606400;4070908800;"250017400060555.250017400060658";"250017400060555";"250017400060658";4061;473;
17727;1451606400;4070908800;"250017400060659.250017400060659";"250017400060659";"250017400060659";4061;458;
18429;1451606400;4070908800;"250017400060660.250017400060723";"250017400060660";"250017400060723";4061;473;
18154;1451606400;4070908800;"250017400060724.250017400060736";"250017400060724";"250017400060736";4061;458;
18625;1451606400;4070908800;"250017400060737.250017400060802";"250017400060737";"250017400060802";4061;473;
18155;1451606400;4070908800;"250017400060803.250017400060861";"250017400060803";"250017400060861";4061;458;
18698;1451606400;4070908800;"250017400060862.250017400060940";"250017400060862";"250017400060940";4061;477;
18156;1451606400;4070908800;"250017400060941.250017400061202";"250017400060941";"250017400061202";4061;458;
19177;1451606400;4070908800;"250017400061203.250017400061399";"250017400061203";"250017400061399";4061;512;
18157;1451606400;4070908800;"250017400061410.250017400061432";"250017400061410";"250017400061432";4061;458;
19178;1451606400;4070908800;"250017400061433.250017400061443";"250017400061433";"250017400061443";4061;512;
18158;1451606400;4070908800;"250017400061444.250017400061500";"250017400061444";"250017400061500";4061;458;
18626;1451606400;4070908800;"250017400061501.250017400061706";"250017400061501";"250017400061706";4061;473;
17697;1451606400;4070908800;"250017400061707.250017400062304";"250017400061707";"250017400062304";4061;452;
18627;1451606400;4070908800;"250017400062305.250017400062308";"250017400062305";"250017400062308";4061;473;
17698;1451606400;4070908800;"250017400062309.250017400062318";"250017400062309";"250017400062318";4061;452;
18699;1451606400;4070908800;"250017400062319.250017400062324";"250017400062319";"250017400062324";4061;477;
17479;1451606400;4070908800;"250017400062325.250017400062419";"250017400062325";"250017400062419";4061;452;
18681;1451606400;4070908800;"250017400062420.250017400062432";"250017400062420";"250017400062432";4061;477;
17480;1451606400;4070908800;"250017400062433.250017400062468";"250017400062433";"250017400062468";4061;452;
18700;1451606400;4070908800;"250017400062469.250017400062479";"250017400062469";"250017400062479";4061;477;
17699;1451606400;4070908800;"250017400062480.250017400062489";"250017400062480";"250017400062489";4061;452;
18701;1451606400;4070908800;"250017400062490.250017400062499";"250017400062490";"250017400062499";4061;477;
17481;1451606400;4070908800;"250017400062500.250017400062597";"250017400062500";"250017400062597";4061;452;
18682;1451606400;4070908800;"250017400062598.250017400062598";"250017400062598";"250017400062598";4061;477;
17482;1451606400;4070908800;"250017400062599.250017400062609";"250017400062599";"250017400062609";4061;452;
18628;1451606400;4070908800;"250017400062610.250017400062617";"250017400062610";"250017400062617";4061;473;
17700;1451606400;4070908800;"250017400062618.250017400062905";"250017400062618";"250017400062905";4061;452;
18629;1451606400;4070908800;"250017400062906.250017400063102";"250017400062906";"250017400063102";4061;473;
